PERMNO,DATE,n,RET,alpha,b_mkt,b_smb,b_hml,b_umd,ivol,tvol,R2,exret,TICKER
10107,14/11/2019,252,0.5091%,0.0004,1.2807,-0.4459,-0.4798,0.0784,0.6694%,1.5124%,80.4107%,0.2055%,MSFT
10107,14/02/2020,252,0.8927%,0.0006,1.3065,-0.4644,-0.5486,0.0462,0.5960%,1.2014%,75.3856%,0.1343%,MSFT
10107,26/11/2019,252,0.5290%,0.0003,1.2593,-0.4803,-0.5024,0.0407,0.6593%,1.4624%,79.6747%,-0.1807%,MSFT
10107,12/12/2019,252,1.0152%,0.0003,1.2778,-0.4625,-0.4469,0.0609,0.6453%,1.3987%,78.7125%,0.3686%,MSFT
10107,29/10/2019,252,-0.9432%,0.0003,1.2845,-0.4558,-0.4099,0.1518,0.7094%,1.5656%,79.4706%,-0.4458%,MSFT
10107,03/02/2020,252,2.4379%,0.0007,1.3038,-0.4259,-0.4930,0.0575,0.5845%,1.1805%,75.4857%,1.2570%,MSFT
10107,04/02/2020,252,3.2917%,0.0007,1.3064,-0.4468,-0.4901,0.0555,0.5749%,1.1845%,76.4410%,0.8964%,MSFT
10107,07/05/2018,252,1.1139%,0.0004,1.2918,-0.3249,-0.4963,0.4553,0.7317%,1.4043%,72.8494%,0.3640%,MSFT
10107,18/10/2018,252,-1.9962%,0.0006,1.1939,-0.4338,-0.5131,0.5626,0.7213%,1.5090%,77.1483%,-0.1041%,MSFT
10107,29/01/2020,252,1.5593%,0.0004,1.2791,-0.4208,-0.4920,0.0433,0.6150%,1.1849%,73.0562%,1.0833%,MSFT
10107,21/09/2020,252,1.0729%,0.0002,1.2403,-0.2080,-0.4994,0.0538,0.9176%,2.6647%,88.1431%,0.9146%,MSFT
10107,21/01/2020,252,-0.3591%,0.0003,1.2976,-0.4185,-0.4607,0.0727,0.6220%,1.1932%,72.8231%,-0.5060%,MSFT
10107,09/08/2019,252,-0.8496%,0.0004,1.3020,-0.3667,-0.3789,0.3512,0.7438%,1.6551%,79.8028%,-0.4435%,MSFT
10107,31/08/2017,252,1.0269%,0.0004,1.0802,-0.1988,-0.4560,0.4370,0.6234%,0.9362%,55.6529%,0.2422%,MSFT
10107,23/10/2019,252,0.6380%,0.0003,1.3229,-0.3649,-0.3266,0.2441,0.7328%,1.6360%,79.9348%,0.5095%,MSFT
10107,14/09/2017,252,-0.5850%,0.0004,1.1209,-0.2033,-0.4990,0.4317,0.6267%,0.9293%,54.5234%,-0.5063%,MSFT
10107,06/07/2020,252,2.1526%,0.0007,1.2274,-0.1861,-0.4851,0.0644,0.8003%,2.5424%,90.0910%,0.1973%,MSFT
10107,08/01/2020,252,1.5928%,0.0003,1.2982,-0.4245,-0.4513,0.0812,0.6324%,1.2042%,72.4173%,0.5986%,MSFT
10107,07/10/2019,252,-0.7240%,0.0005,1.3088,-0.3350,-0.3423,0.2561,0.7440%,1.6950%,80.7304%,-0.1157%,MSFT
10107,10/04/2018,252,2.3246%,0.0003,1.2832,-0.2989,-0.5281,0.4525,0.7221%,1.3613%,71.8654%,-0.0766%,MSFT
10107,13/08/2019,252,2.0694%,0.0004,1.3008,-0.3652,-0.3776,0.3527,0.7438%,1.6618%,79.9642%,-0.1318%,MSFT
10107,13/01/2017,252,0.1437%,0.0003,1.4370,-0.3468,-0.4179,0.2808,0.9217%,1.3893%,55.9841%,-0.1455%,MSFT
10107,28/05/2020,252,-0.2255%,0.0004,1.2341,-0.2303,-0.5261,0.0385,0.7939%,2.5136%,90.0250%,-1.4758%,MSFT
10107,22/05/2020,252,0.0436%,0.0005,1.2359,-0.2398,-0.5411,0.0388,0.7886%,2.5134%,90.1568%,-0.6723%,MSFT
10107,11/09/2018,252,1.7005%,0.0004,1.2262,-0.4218,-0.5401,0.5741,0.7116%,1.4177%,74.8079%,0.5322%,MSFT
10107,21/05/2018,252,1.2868%,0.0004,1.2954,-0.3685,-0.5090,0.4266,0.7210%,1.3922%,73.1764%,0.3943%,MSFT
10107,16/05/2017,252,2.0021%,0.0006,1.2878,-0.3025,-0.3898,0.1882,0.7260%,1.0296%,50.2764%,1.9054%,MSFT
10107,11/12/2019,252,0.3772%,0.0002,1.2743,-0.4653,-0.4552,0.0570,0.6452%,1.3978%,78.6933%,0.0078%,MSFT
10107,12/03/2020,252,-9.4838%,0.0006,1.2109,-0.5058,-0.6389,-0.0552,0.6801%,1.7248%,84.4514%,1.5610%,MSFT
10107,26/05/2020,252,-1.0572%,0.0005,1.2358,-0.2401,-0.5405,0.0386,0.7886%,2.5146%,90.1660%,0.0965%,MSFT
10107,09/09/2019,252,-1.1359%,0.0006,1.3182,-0.3348,-0.3419,0.2835,0.7393%,1.6881%,80.8189%,1.2958%,MSFT
10107,20/04/2018,252,-1.1549%,0.0004,1.2807,-0.3000,-0.5025,0.4663,0.7214%,1.3749%,72.4697%,0.1608%,MSFT
10107,26/02/2020,252,1.2495%,0.0006,1.2788,-0.4601,-0.5944,0.0304,0.6060%,1.2546%,76.6655%,1.0022%,MSFT
10107,25/02/2020,252,-1.6502%,0.0006,1.2816,-0.4602,-0.5821,0.0314,0.6035%,1.2531%,76.8058%,1.9838%,MSFT
10107,23/06/2020,252,0.6681%,0.0006,1.2330,-0.2097,-0.5166,0.0452,0.8019%,2.5359%,90.0015%,-0.1370%,MSFT
10107,31/07/2020,252,0.5444%,0.0004,1.2337,-0.2028,-0.5129,0.0399,0.8183%,2.5809%,89.9475%,-0.9399%,MSFT
10107,16/07/2020,252,-1.9804%,0.0006,1.2317,-0.1815,-0.5093,0.0486,0.8076%,2.5566%,90.0203%,-1.1959%,MSFT
10107,27/03/2020,252,-4.1061%,0.0008,1.2519,-0.2865,-0.5387,0.0659,0.7596%,2.3533%,89.5826%,-0.4743%,MSFT
10107,22/07/2020,252,1.4371%,0.0006,1.2346,-0.1858,-0.5134,0.0484,0.8159%,2.5720%,89.9353%,0.5116%,MSFT
10107,03/10/2018,252,0.0174%,0.0005,1.2329,-0.4443,-0.5211,0.5458,0.7137%,1.4202%,74.7463%,0.3270%,MSFT
10107,25/08/2020,252,1.3009%,0.0004,1.2380,-0.1793,-0.4986,0.0685,0.8817%,2.5830%,88.3489%,0.4965%,MSFT
10107,28/03/2017,252,0.2919%,0.0002,1.3520,-0.4539,-0.4030,0.2205,0.8442%,1.1587%,46.9173%,-0.5365%,MSFT
10107,15/09/2020,252,1.6406%,0.0003,1.2404,-0.2045,-0.4986,0.0516,0.9221%,2.6625%,88.0043%,0.0980%,MSFT
10107,09/10/2018,252,1.2720%,0.0006,1.2253,-0.4441,-0.5191,0.5572,0.7144%,1.4286%,74.9930%,1.2602%,MSFT
10107,10/10/2018,252,-5.4338%,0.0006,1.2221,-0.4427,-0.5149,0.5570,0.7145%,1.4716%,76.4295%,0.2513%,MSFT
10107,01/10/2020,252,1.0127%,0.0001,1.2393,-0.2235,-0.4962,0.0521,0.9221%,2.6749%,88.1164%,-0.0675%,MSFT
10107,02/09/2020,252,1.9272%,0.0004,1.2339,-0.1910,-0.4942,0.0525,0.9118%,2.5899%,87.6063%,0.0638%,MSFT
10107,22/06/2020,252,2.7774%,0.0006,1.2324,-0.2137,-0.5130,0.0477,0.8032%,2.5359%,89.9677%,1.3334%,MSFT
10107,17/09/2020,252,-1.0436%,0.0002,1.2411,-0.2028,-0.5013,0.0513,0.9213%,2.6660%,88.0572%,0.2128%,MSFT
10107,28/02/2020,252,2.4213%,0.0006,1.2874,-0.4852,-0.6569,-0.0091,0.6398%,1.3419%,77.2704%,3.1361%,MSFT
10107,22/01/2021,252,0.4356%,-0.0000,1.2383,-0.2863,-0.4976,0.0259,0.9703%,2.7886%,87.8936%,0.9663%,MSFT
10107,16/12/2020,252,2.4051%,-0.0000,1.2391,-0.2722,-0.4921,0.0270,0.9491%,2.7661%,88.2271%,1.8761%,MSFT
10107,05/03/2020,252,-2.5095%,0.0006,1.2400,-0.4549,-0.6625,-0.0361,0.6666%,1.4632%,79.2467%,0.9673%,MSFT
10107,16/11/2020,252,0.3325%,0.0001,1.2397,-0.2409,-0.4981,0.0349,0.9244%,2.7549%,88.7411%,0.0981%,MSFT
10107,09/11/2020,252,-2.3824%,0.0002,1.2370,-0.2286,-0.4866,0.0390,0.9183%,2.7420%,88.7845%,0.7529%,MSFT
10107,06/12/2018,252,0.6174%,0.0006,1.2069,-0.3859,-0.3925,0.6098,0.7129%,1.6472%,81.2669%,0.1335%,MSFT
10107,06/11/2020,252,0.1926%,0.0002,1.2365,-0.2246,-0.4760,0.0567,0.9182%,2.7378%,88.7514%,-0.5088%,MSFT
10107,18/12/2017,252,-0.5412%,0.0001,1.1069,-0.2143,-0.5043,0.4915,0.6672%,0.9422%,49.8617%,-0.9621%,MSFT
10107,03/11/2020,252,2.0264%,0.0002,1.2396,-0.2350,-0.4926,0.0503,0.9138%,2.7159%,88.6794%,-0.2412%,MSFT
10107,27/12/2018,252,0.6166%,0.0006,1.1977,-0.3869,-0.4259,0.6390,0.7003%,1.7750%,84.4343%,-0.8001%,MSFT
10107,03/01/2018,252,0.4654%,0.0001,1.0996,-0.1988,-0.5027,0.4833,0.6553%,0.9303%,50.3735%,-0.4700%,MSFT
10107,26/12/2018,252,6.8310%,0.0006,1.1999,-0.3944,-0.4291,0.6364,0.6984%,1.7747%,84.5155%,0.2661%,MSFT
10107,11/01/2017,252,0.9103%,0.0004,1.4081,-0.3699,-0.4228,0.2612,0.9259%,1.4059%,56.6215%,0.5119%,MSFT
10107,24/01/2017,252,0.8895%,0.0003,1.4444,-0.4428,-0.4018,0.2656,0.9036%,1.3454%,54.8965%,0.0198%,MSFT
10107,28/06/2017,252,0.8525%,0.0007,1.1637,-0.2076,-0.4714,0.3006,0.6928%,0.9629%,48.2296%,-0.3621%,MSFT
10107,27/02/2017,252,-0.6035%,0.0003,1.3797,-0.4448,-0.4113,0.2589,0.8869%,1.2170%,46.8924%,-0.7252%,MSFT
10107,23/09/2021,252,0.3282%,0.0008,1.1179,-0.4526,-0.3779,0.0366,0.7221%,1.3749%,72.4174%,-0.6566%,MSFT
10107,01/10/2021,252,2.5468%,0.0008,1.1304,-0.4436,-0.3864,0.0330,0.7253%,1.3953%,72.9813%,1.6604%,MSFT
10107,11/11/2021,252,0.4927%,0.0011,1.0307,-0.4230,-0.4026,0.0337,0.7592%,1.2511%,63.1721%,0.5667%,MSFT
10107,24/01/2019,252,-0.4779%,0.0008,1.2198,-0.3753,-0.3986,0.5930,0.7108%,1.8218%,84.7754%,0.0006%,MSFT
10107,19/11/2021,252,0.5392%,0.0012,1.0196,-0.4182,-0.4061,0.0374,0.7560%,1.2465%,63.2222%,0.1482%,MSFT
10107,16/03/2018,252,0.4460%,0.0004,1.2108,-0.2605,-0.5640,0.4109,0.6736%,1.1535%,65.8952%,0.5312%,MSFT
10107,01/02/2021,252,3.3152%,0.0001,1.2261,-0.2543,-0.4773,0.0391,1.0030%,2.7948%,87.1203%,0.6962%,MSFT
10107,10/04/2017,252,-0.2284%,0.0003,1.3670,-0.4419,-0.4199,0.2361,0.8414%,1.1495%,46.4186%,-0.0549%,MSFT
10107,03/11/2021,252,0.2612%,0.0011,1.0519,-0.4315,-0.4055,0.0289,0.7739%,1.3314%,66.2102%,-0.0041%,MSFT
10107,11/02/2019,252,-0.3975%,0.0005,1.2433,-0.3313,-0.3638,0.5892,0.7536%,1.7738%,81.9484%,-0.2232%,MSFT
10107,26/10/2021,252,0.6426%,0.0008,1.0883,-0.4284,-0.3867,0.0321,0.7266%,1.3489%,70.9875%,0.1761%,MSFT
10107,26/02/2021,252,1.4804%,0.0002,1.2048,-0.2570,-0.4285,0.0584,0.9896%,2.7219%,86.7828%,1.2182%,MSFT
10107,21/02/2019,252,2.1092%,0.0006,1.2426,-0.3187,-0.3657,0.5927,0.7522%,1.7583%,81.6965%,2.1947%,MSFT
10107,22/02/2019,252,1.4258%,0.0006,1.2413,-0.3014,-0.3513,0.6084,0.7495%,1.7580%,81.8229%,0.0976%,MSFT
10107,14/06/2021,252,0.7755%,0.0001,1.2281,-0.4058,-0.3827,0.0405,0.8624%,1.7044%,74.4015%,-0.1232%,MSFT
10107,01/02/2018,252,-0.7894%,0.0002,1.1734,-0.2342,-0.5083,0.4519,0.6473%,0.9508%,53.6567%,-0.4580%,MSFT
10107,11/06/2021,252,0.2527%,0.0001,1.2288,-0.4053,-0.3852,0.0380,0.8624%,1.7044%,74.4004%,0.1207%,MSFT
10107,24/03/2021,252,-0.8923%,-0.0000,1.1635,-0.3222,-0.4821,-0.0087,0.9130%,1.9946%,79.0453%,0.3518%,MSFT
10107,27/01/2017,252,2.3495%,0.0004,1.4363,-0.4492,-0.4473,0.2484,0.9139%,1.3444%,53.7850%,2.2266%,MSFT
10107,31/07/2017,252,-0.4655%,0.0006,1.1213,-0.2390,-0.4262,0.3967,0.6231%,0.9099%,53.1054%,-0.2262%,MSFT
10107,14/07/2021,252,0.5445%,0.0002,1.2177,-0.4506,-0.3785,0.0456,0.8499%,1.6601%,73.7919%,0.5432%,MSFT
10107,02/09/2021,252,-0.2253%,0.0005,1.1853,-0.4867,-0.3744,0.0444,0.7360%,1.5300%,76.8595%,-0.6246%,MSFT
10107,26/11/2021,252,-2.4356%,0.0012,0.9994,-0.4196,-0.4057,0.0683,0.7543%,1.2544%,63.8374%,-1.0998%,MSFT
10107,03/08/2017,252,-0.1522%,0.0005,1.1102,-0.2151,-0.4465,0.4046,0.6212%,0.9100%,53.3904%,-0.2382%,MSFT
10107,06/07/2017,252,-0.7383%,0.0008,1.1652,-0.2108,-0.4931,0.3203,0.6929%,0.9678%,48.7382%,0.0757%,MSFT
10107,23/01/2018,252,0.3166%,0.0001,1.1639,-0.2063,-0.5334,0.4409,0.6594%,0.9508%,51.9020%,-0.1114%,MSFT
10107,25/06/2021,252,-0.6262%,0.0000,1.2221,-0.4102,-0.3721,0.0475,0.8565%,1.6874%,74.2386%,-1.0928%,MSFT
10107,23/12/2021,252,0.4472%,0.0012,0.9960,-0.4176,-0.4206,0.0900,0.7579%,1.3201%,67.0332%,-0.3234%,MSFT
10107,22/01/2018,252,1.7889%,0.0001,1.1598,-0.2041,-0.5359,0.4418,0.6600%,0.9508%,51.8183%,0.8963%,MSFT
10107,23/08/2021,252,0.0953%,0.0006,1.1922,-0.4803,-0.3643,0.0352,0.7639%,1.5480%,75.6476%,-1.1033%,MSFT
10107,13/04/2017,252,-0.4293%,0.0003,1.3616,-0.4374,-0.4183,0.2405,0.8414%,1.1473%,46.2161%,0.2228%,MSFT
10107,10/06/2021,252,1.4393%,0.0001,1.2247,-0.4048,-0.3860,0.0388,0.8624%,1.7395%,75.4195%,-0.1278%,MSFT
10107,13/04/2021,252,1.0082%,0.0001,1.2081,-0.3693,-0.4310,0.0193,0.8895%,1.8358%,76.5201%,-0.2943%,MSFT
10107,17/07/2017,252,0.7832%,0.0008,1.1548,-0.2218,-0.5109,0.3426,0.6928%,0.9725%,49.2497%,0.9412%,MSFT
10107,06/01/2017,252,0.8668%,0.0004,1.3820,-0.3786,-0.4355,0.2344,0.9332%,1.4057%,55.9318%,0.1194%,MSFT
10107,15/04/2021,252,1.5298%,0.0001,1.2082,-0.3689,-0.4269,0.0226,0.8899%,1.8132%,75.9131%,-0.3851%,MSFT
10107,27/02/2018,252,-1.2786%,0.0003,1.2155,-0.2660,-0.5611,0.4203,0.6660%,1.1399%,65.8673%,0.0808%,MSFT
10107,03/06/2021,252,-0.6429%,0.0002,1.2273,-0.4255,-0.3760,0.0557,0.8716%,1.7547%,75.3299%,0.1209%,MSFT
10107,08/05/2019,252,-0.0080%,0.0006,1.2527,-0.3035,-0.3542,0.5303,0.7258%,1.5926%,79.2311%,0.0259%,MSFT
10107,03/05/2019,252,2.1314%,0.0006,1.2494,-0.2988,-0.3525,0.5372,0.7263%,1.5888%,79.0992%,1.0513%,MSFT
10107,17/01/2018,252,2.0260%,0.0001,1.1384,-0.1763,-0.5338,0.4547,0.6560%,0.9462%,51.9275%,0.4427%,MSFT
10107,02/06/2021,252,-0.0404%,0.0002,1.2265,-0.4249,-0.3760,0.0568,0.8716%,1.7541%,75.3075%,-0.0914%,MSFT
10107,08/02/2021,252,0.1115%,-0.0001,1.2156,-0.2505,-0.4485,0.0546,1.0187%,2.7830%,86.6016%,-0.3758%,MSFT
10107,22/03/2021,252,2.4484%,-0.0001,1.1425,-0.2754,-0.5090,-0.0218,0.9154%,2.0716%,80.4746%,0.3823%,MSFT
10107,22/01/2019,252,-1.8847%,0.0008,1.2220,-0.3804,-0.4023,0.5874,0.7124%,1.8238%,84.7407%,-0.6228%,MSFT
10107,09/02/2021,252,0.5362%,-0.0001,1.2144,-0.2492,-0.4456,0.0557,1.0162%,2.7788%,86.6274%,0.5743%,MSFT
10107,14/03/2018,252,-0.5932%,0.0003,1.2057,-0.2671,-0.5606,0.4161,0.6733%,1.1537%,65.9413%,-0.3514%,MSFT
10107,10/11/2021,252,-1.5330%,0.0011,1.0322,-0.4293,-0.4036,0.0384,0.7594%,1.2604%,63.6925%,-0.2934%,MSFT
10107,18/10/2021,252,1.0125%,0.0008,1.1137,-0.4370,-0.3825,0.0302,0.7273%,1.3697%,71.8060%,0.4119%,MSFT
10107,15/03/2018,252,0.3516%,0.0003,1.2090,-0.2631,-0.5632,0.4145,0.6730%,1.1535%,65.9620%,0.5282%,MSFT
10107,22/02/2021,252,-2.6808%,0.0001,1.2106,-0.2647,-0.4330,0.0570,0.9990%,2.7713%,87.0061%,0.2295%,MSFT
10107,05/08/2021,252,1.0506%,0.0003,1.1954,-0.4720,-0.3665,0.0395,0.7645%,1.5702%,76.2952%,0.6321%,MSFT
10107,01/12/2021,252,-0.1543%,0.0014,0.9651,-0.4494,-0.4047,0.1105,0.7516%,1.2644%,64.6656%,1.5644%,MSFT
10107,21/06/2019,252,0.0146%,0.0005,1.2985,-0.3547,-0.3792,0.4465,0.7288%,1.6469%,80.4183%,0.1604%,MSFT
10107,26/06/2019,252,0.3747%,0.0005,1.3028,-0.3771,-0.4048,0.4177,0.7378%,1.6530%,80.0778%,1.3809%,MSFT
10107,16/12/2021,252,-2.9135%,0.0012,0.9785,-0.4260,-0.4167,0.1022,0.7695%,1.3140%,65.7016%,-1.1934%,MSFT
10107,19/04/2017,252,-0.5352%,0.0003,1.3550,-0.4417,-0.4127,0.2357,0.8410%,1.1453%,46.0758%,-0.4017%,MSFT
10107,13/09/2021,252,0.4329%,0.0007,1.1247,-0.4608,-0.3753,0.0415,0.7210%,1.3973%,73.3718%,0.7625%,MSFT
10107,02/12/2020,252,-0.3885%,0.0000,1.2407,-0.2520,-0.4941,0.0259,0.9349%,2.7595%,88.5209%,0.0316%,MSFT
10107,29/06/2018,252,-0.0203%,0.0005,1.2601,-0.3409,-0.5178,0.4719,0.7119%,1.3793%,73.3574%,-0.2931%,MSFT
10107,08/11/2017,252,0.3441%,0.0003,1.1219,-0.1940,-0.5314,0.5022,0.6425%,0.9368%,52.9597%,-0.0717%,MSFT
10107,24/03/2017,252,0.1696%,0.0002,1.3597,-0.4337,-0.4204,0.2147,0.8507%,1.1692%,47.0560%,0.1952%,MSFT
10107,19/12/2018,252,-0.2693%,0.0006,1.1819,-0.3798,-0.4186,0.6537,0.6951%,1.6840%,82.9613%,0.9281%,MSFT
10107,18/05/2017,252,0.3408%,0.0005,1.2925,-0.3054,-0.3901,0.1849,0.7254%,1.0380%,51.1678%,-0.4226%,MSFT
10107,19/06/2017,252,1.2429%,0.0007,1.2561,-0.2833,-0.4430,0.2409,0.7072%,1.0183%,51.7696%,-0.3298%,MSFT
10107,04/01/2021,252,-2.1266%,-0.0001,1.2365,-0.2789,-0.4818,0.0330,0.9646%,2.7703%,87.8761%,-0.0542%,MSFT
10107,02/11/2020,252,-0.0691%,0.0003,1.2402,-0.2354,-0.4949,0.0460,0.9152%,2.7135%,88.6237%,-0.8374%,MSFT
10107,20/12/2017,252,-0.3612%,0.0000,1.1120,-0.2240,-0.5008,0.4925,0.6565%,0.9355%,50.7581%,-0.1351%,MSFT
10107,05/01/2017,252,0.0000%,0.0004,1.3881,-0.3788,-0.4360,0.2350,0.9335%,1.4228%,56.9477%,-0.2640%,MSFT
10107,25/11/2020,252,0.0047%,0.0001,1.2407,-0.2529,-0.4949,0.0302,0.9314%,2.7602%,88.6139%,-0.7245%,MSFT
10107,14/10/2020,252,-0.8974%,0.0002,1.2441,-0.2261,-0.5075,0.0457,0.9188%,2.6931%,88.3600%,-0.0290%,MSFT
10107,10/12/2018,252,2.6426%,0.0007,1.2073,-0.3895,-0.4227,0.6105,0.7119%,1.6729%,81.8889%,1.3768%,MSFT
10107,11/12/2018,252,0.9295%,0.0006,1.2015,-0.3782,-0.4114,0.6296,0.7067%,1.6694%,82.0794%,0.3695%,MSFT
10107,24/05/2017,252,0.1310%,0.0005,1.2598,-0.2962,-0.3840,0.1800,0.7192%,1.0168%,49.9614%,-0.4260%,MSFT
10107,20/11/2020,252,-0.9557%,0.0001,1.2402,-0.2458,-0.4980,0.0344,0.9267%,2.7590%,88.7181%,-0.4830%,MSFT
10107,03/03/2020,252,-4.7919%,0.0006,1.3057,-0.5040,-0.6573,-0.0151,0.6426%,1.4371%,80.0074%,-1.2235%,MSFT
10107,08/02/2017,252,-0.1419%,0.0003,1.3804,-0.4622,-0.4544,0.2320,0.8931%,1.2578%,49.5803%,-0.4713%,MSFT
10107,05/10/2020,252,2.0321%,0.0002,1.2403,-0.2275,-0.4976,0.0518,0.9214%,2.6831%,88.2078%,-0.2162%,MSFT
10107,10/02/2020,252,2.6157%,0.0008,1.3073,-0.4633,-0.5273,0.0449,0.5795%,1.1931%,76.4059%,1.1550%,MSFT
10107,10/02/2017,252,-0.0937%,0.0002,1.3921,-0.4715,-0.4323,0.2345,0.8909%,1.2586%,49.8945%,-0.2972%,MSFT
10107,12/11/2018,252,-2.4642%,0.0004,1.1864,-0.4041,-0.3992,0.6434,0.7215%,1.5978%,79.6095%,0.4937%,MSFT
10107,02/08/2019,252,-0.8402%,0.0004,1.3108,-0.3776,-0.3702,0.3600,0.7439%,1.6292%,79.1528%,0.1158%,MSFT
10107,14/12/2018,252,-3.1247%,0.0006,1.2003,-0.3551,-0.4117,0.6427,0.7027%,1.6802%,82.5097%,-0.3720%,MSFT
10107,23/04/2020,252,-1.2102%,0.0006,1.2309,-0.2797,-0.5122,0.1239,0.7841%,2.5061%,90.2103%,-0.5137%,MSFT
10107,16/09/2020,252,-1.7866%,0.0003,1.2407,-0.2059,-0.4971,0.0547,0.9222%,2.6652%,88.0262%,-0.3530%,MSFT
10107,11/10/2017,252,0.1704%,0.0003,1.1163,-0.2027,-0.5030,0.4372,0.6306%,0.9174%,52.7609%,-0.3245%,MSFT
10107,13/07/2020,252,-3.0889%,0.0007,1.2319,-0.1758,-0.4989,0.0556,0.8029%,2.5550%,90.1247%,-0.6681%,MSFT
10107,31/10/2018,252,2.9692%,0.0004,1.2082,-0.3775,-0.4691,0.5856,0.7068%,1.5648%,79.6014%,0.4451%,MSFT
10107,10/01/2017,252,-0.0319%,0.0004,1.3984,-0.3637,-0.4194,0.2529,0.9271%,1.4059%,56.5096%,0.0725%,MSFT
10107,02/07/2020,252,0.7621%,0.0007,1.2270,-0.1855,-0.4837,0.0652,0.8004%,2.5396%,90.0668%,0.0687%,MSFT
10107,30/10/2019,252,1.2462%,0.0003,1.2839,-0.4636,-0.3921,0.1494,0.7047%,1.5553%,79.4705%,0.1016%,MSFT
10107,26/09/2018,252,-0.4107%,0.0005,1.2323,-0.4323,-0.5306,0.5484,0.7148%,1.4202%,74.6659%,-0.4975%,MSFT
10107,10/09/2019,252,-1.0471%,0.0006,1.3166,-0.3332,-0.3465,0.2750,0.7393%,1.6892%,80.8465%,0.3571%,MSFT
10107,30/07/2018,252,-2.1452%,0.0005,1.2313,-0.3550,-0.5611,0.5181,0.7154%,1.4107%,74.2835%,0.2620%,MSFT
10107,15/03/2017,252,0.5279%,0.0001,1.3609,-0.4319,-0.4048,0.2171,0.8679%,1.1768%,45.6153%,-0.5138%,MSFT
10107,20/02/2020,252,-1.5271%,0.0006,1.3027,-0.4674,-0.5628,0.0396,0.5998%,1.2048%,75.2161%,-0.4592%,MSFT
10107,31/12/2021,252,-0.8841%,0.0012,1.0009,-0.4241,-0.4166,0.0973,0.7580%,1.3259%,67.3230%,-0.3802%,MSFT
10107,23/09/2019,252,-0.2151%,0.0005,1.3147,-0.3646,-0.3447,0.2566,0.7414%,1.6845%,80.6291%,-0.0366%,MSFT
10107,21/08/2017,252,-0.4690%,0.0004,1.0695,-0.1902,-0.4584,0.4447,0.6249%,0.9291%,54.7604%,-0.7072%,MSFT
10107,24/07/2020,252,-0.6122%,0.0005,1.2391,-0.1951,-0.5284,0.0431,0.8217%,2.5876%,89.9163%,0.3868%,MSFT
10107,05/08/2020,252,-0.1641%,0.0005,1.2382,-0.1687,-0.5008,0.0688,0.8658%,2.5927%,88.8475%,-0.4698%,MSFT
10107,17/03/2020,252,8.2337%,0.0007,1.2753,-0.6042,-0.5749,-0.0316,0.7097%,2.2132%,89.7179%,0.9708%,MSFT
10107,17/09/2018,252,-1.0849%,0.0005,1.2212,-0.4389,-0.5507,0.5643,0.7087%,1.4195%,75.0698%,0.8142%,MSFT
10107,15/05/2020,252,1.4568%,0.0005,1.2353,-0.2414,-0.5414,0.0454,0.7890%,2.5140%,90.1506%,0.4951%,MSFT
10107,14/03/2017,252,-0.4636%,0.0002,1.3673,-0.4360,-0.4034,0.2255,0.8677%,1.1773%,45.6865%,-0.0407%,MSFT
10107,27/04/2017,252,0.6487%,0.0006,1.2943,-0.3500,-0.3371,0.1512,0.7266%,1.0481%,51.9338%,0.1621%,MSFT
10107,05/05/2020,252,1.0736%,0.0007,1.2373,-0.2606,-0.5567,0.0435,0.7823%,2.5226%,90.3834%,-1.3424%,MSFT
10107,01/05/2020,252,-2.5891%,0.0007,1.2401,-0.2528,-0.5595,0.0523,0.7761%,2.5213%,90.5256%,0.2002%,MSFT
10107,04/10/2019,252,1.3502%,0.0005,1.3082,-0.3263,-0.3483,0.2575,0.7446%,1.6997%,80.8056%,-0.9099%,MSFT
10107,22/08/2019,252,-0.7277%,0.0005,1.3068,-0.3333,-0.3639,0.3419,0.7427%,1.6762%,80.3664%,-0.5981%,MSFT
10107,22/10/2019,252,-1.4881%,0.0003,1.3198,-0.3512,-0.3327,0.2521,0.7340%,1.6364%,79.8811%,-0.1737%,MSFT
10107,01/11/2019,252,0.2441%,0.0004,1.2993,-0.4293,-0.3581,0.1782,0.6931%,1.5463%,79.9092%,-0.3464%,MSFT
10107,01/10/2019,252,-1.4098%,0.0005,1.3203,-0.3488,-0.3397,0.2606,0.7421%,1.6937%,80.8022%,-0.3533%,MSFT
10107,18/09/2017,252,-0.1992%,0.0004,1.1212,-0.2065,-0.4966,0.4256,0.6287%,0.9253%,53.8365%,-0.5016%,MSFT
10107,23/05/2017,252,0.3360%,0.0006,1.2808,-0.2922,-0.4013,0.1853,0.7233%,1.0341%,51.0718%,0.2253%,MSFT
10107,30/11/2017,252,0.9959%,0.0002,1.1410,-0.2113,-0.4823,0.4334,0.6361%,0.9126%,51.4150%,-0.5405%,MSFT
10107,25/09/2019,252,1.4413%,0.0005,1.3187,-0.3525,-0.3397,0.2563,0.7430%,1.6884%,80.6338%,0.9935%,MSFT
10107,05/12/2019,252,0.0534%,0.0003,1.2662,-0.4791,-0.5141,0.0374,0.6544%,1.4299%,79.0545%,0.0103%,MSFT
10107,17/07/2019,252,-0.5909%,0.0003,1.3131,-0.3880,-0.3696,0.4030,0.7428%,1.6421%,79.5349%,-0.4150%,MSFT
